,Unnamed: 0,Company_Name,Email_Address,Phone_Number,Address
725,725,Maju Jaya Motor,,061 4146649,"Jl Jend Gatot Subroto 255, Medan"
726,726,Kencana Menggalaprima Pt,,031 7669406,"Jl Raya Bambe Driyorejo 24, Surabaya"
727,727,Jaya Motor Cv,,021 7292506,"Jl Sultan Iskandar Muda 30 C, Jakarta"
728,728,Hamparanorion Hasilop Pt,,061 4539682,"Jl Toba 1 G, Medan"
729,729,Duta Antara Motor Ii Cv,,061 4556951,"Jl Palang Merah 29, Medan"
730,730,Adiasa Iic Pt,,021 4600722,"Jl Raya Bekasi Km 23, Jakarta"
731,731,Primasetia Suryatama Pt,,021 7490824,"Jl Ir H Juanda 109-B, Jakarta"
732,732,Ika Djaja Service,,021 3849519,"Jl H Samanhudi 41 A, Jakarta"
733,733,Hendri Motor,,021 75903024,"Jl Ciputat Raya 56, Jakarta"
734,734,Hasta Motor,,031 5311526,"Jl Urip Sumoharjo 50, Surabaya"
735,735,Dwitunggal Jaya Lestari Pt,,061 4524985,"Jl Prof Hm Yamin Sh 610-612, Medan"
736,736,Dunia Motorindo,,021 7254549,"Jl Wolter Monginsidi 129 B, Jakarta"
737,737,Tirta Kencana Motor,,021 6251404,"Jl Kb Jeruk Iii/65 A, Jakarta"
738,738,Rodaroda Dinamikperkasa Pt,,061 4571611,"Jl Prof Hm Yamin Sh 259-261, Medan"
739,739,Sejati Motor,,031 3719945,"Jl Kapasari 83, Surabaya"
740,740,Sumatera Toko,,061 4528801,"Jl Jend Gatot Subroto 73 K, Medan"
741,741,Rapi Motor,,061 7990073,"Jl Serdang 60 Per, Medan"
742,742,Yanto Motor,,021 4609291,"Jl Raya Bekasi Km 20/5-6, Jakarta"
743,743,Yamaha Brayan Motor Cv,,061 6631328,"Jl Kom L Yos Sudarso 138 A-B, Medan"
744,744,Wijaya Ud,,031 3541638,"Jl Rajawali 49 N, Surabaya"
745,745,Xyz Toko,,061 4513951,"Jl Mesjid 140, Medan"
746,746,Sari Jaya Biro Stnk,,031 3525003,"Jl Waspada 70, Surabaya"
747,747,Panji Perkasa Perdana Motor Pt,,031 5345027,"Jl Tidar 39, Surabaya"
748,748,Wijaya Ud,,031 5311863,"Jl Demak Tmr 138, Surabaya"
749,749,Wijaya Ud,,031 3537080,"Jl Laksda M Nazir 15 N, Surabaya"
750,750,Suzuki Prapen Motor Pt,,031 8472234,"Jl Prapen 14, Surabaya"
751,751,Selatan Jaya Ud,,061 7342633,"Jl Yose Rizal 3, Medan"
752,752,Serba Motor Pt,,021 3447443,"Jl Lautze 60 B, Jakarta"
753,753,Tri Sejati Lestari Abadi Pt,,061 4530791,"Jl Prof Hm Yamin Sh 21 G-H, Medan"
754,754,Roma Motor,,061 6627896,"Jl Kom L Yos Sudarso 235, Medan"
755,755,Perwira Indah Motor Toko,,031 3977777,"Jl Panglima Sudirman 23 B Gs, Surabaya"
756,756,Pamindo Prasasti G Pt,,021 6402290,"Jl Agung Niaga 4 Bl G-4/45, Jakarta"
757,757,New Sumber Mas,,031 3767974,"Jl Kalilom Baru I/15, Surabaya"
758,758,Titanindo Maju Makmur Bersama Pt,,061 4523291,"Jl Prof Mh Yamin Sh 23/Ef, Medan"
759,759,Motor 88,,061 7366075,"Jl Asia 208 C, Medan"
760,760,Jaya Mandala Motorindo,,021 4256770,"Jl Kramat Jaya Baru Bl F-1/271, Jakarta"
761,761,Dwi Ariatama Mustika Pt,,021 8734436,"Jl Raya Jakarta Bogor Km 32, Jakarta"
762,762,Grace Motor,,021 8729032,"Jl Raya Bogor Km 27/32, Jakarta"
763,763,Catur Karya Motor Pt,,031 8472118,"Jl Jemur Andayani Ruko 11, Surabaya"
764,764,Delta Motor,,021 5302133,"Jl Palmerah Brt 1 C, Jakarta"
765,765,Kharisma Pt,,031 5033056,"Jl Dharmawangsa 152, Surabaya"
766,766,Angkasa Motor,,021 6294556,"Jl S Wiryopranoto 67 A, Jakarta"
767,767,Aman Jaya Ud,,031 5321312,"Jl Undaan Kulon 117, Surabaya"
768,768,Harson Motor,,031 5925294,"Jl Deles Lebar 11, Surabaya"
769,769,Medan Baru Cv,,061 4149688,"Jl Kapt Pattimura 4, Medan"
770,770,Radita Motorindo Pt,,021 75818187,"Jl Rs Fatmawati 37, Jakarta"
771,771,Putera Sakti Mahajaya Pt,,061 6626475,"Jl Kom L Yos Sudarso 2 P/230, Medan"
772,772,International Enginering Pd,,021 5661639,"Jl Prof Dr Latumeten Perk Kota Grogol Permai 19/Bl C-8, Jakarta"
773,773,Mekar Jaya Toko,,061 4518539,"Jl Mesjid 156 E, Medan"
774,774,Arta Agung Motor Pd,,031 8494016,"Jl Raya Rungkut 80, Surabaya"
775,775,Anugerah Autocentra Abadi Pt,,021 7514881,"Jl Rs Fatmawati 24, Jakarta"
776,776,Bersama Motor,,021 7248162,"Jl Ciledug Raya 11, Jakarta"
777,777,Matandi Motor Ud,,031 5313913,"Jl Kedungdoro 10 A, Surabaya"
778,778,Victoria Motor,,021 5676458,"Jl Tmn Duta Mas 3-5, Jakarta"
779,779,Yoyok Motor,,031 5346623,"Jl Kedung Doro 22-B, Surabaya"
780,780,Diamond Kymcojaya Pt,,031 8542791,"Jl Raya Waru 92, Surabaya"
781,781,Motor Belawan Perus,,061 6941130,"Jl Celebes Blw, Medan"
782,782,Dinaheti Motor Industri Pt,,021 4255640,"Jl Pramuka Kav 72, Jakarta"
783,783,Kurnia Motor,,021 6613289,"Jl Jembatan Gambang 33, Jakarta"
784,784,King Motor,,031 3578216,"Jl Bunguran 27-29, Surabaya"
785,785,Antara Kusuma Pt,,061 7346853,"Jl Sutrisno 112 D, Medan"
786,786,Aneka Motor,,021 4801169,"Jl Raya Penggilingan 2, Jakarta"
787,787,Bembie Motor Industrie,,022 2033664,"Jl Cihampelas 312 A, Bandung"
788,788,Ary Motor Pt,,031 5669015,"Jl Gunungsari Iii/37, Surabaya"
789,789,Arya Niaga Mitra Nusa Pt,,021 5441254,"Jl Lingkar Luar Brt Cengkareng 1-3, Jakarta"
790,790,Maskrindo Komitmen Sentosa Pt,,021 5661841,"Jl Rawa Kepa Xiii/141, Jakarta"
791,791,Multindo Perkasa Pt,,031 3295526,"Jl Jakarta 60, Surabaya"
792,792,Mega Motor Ud,,031 5323463,"Jl Kedungdoro 70-72, Surabaya"
793,793,Sumber Selatan Nusantara Pt,,021 3840345,"Jl Tanah Abang Iii/20, Jakarta"
794,794,Sinar Roda Kencanamas Pt,,021 3849008,"Jl Hayam Wuruk 38, Jakarta"
795,795,Sinar Bahagia Wahana Pt,,021 8561064,"Jl Raya Bekasi Tmr 150 B, Jakarta"
796,796,Sakai Motor Toko,,061 8218226,"Jl Dr Setiabudi 173 Abcd, Medan"
797,797,Jaya Timur Pt,,031 5323165,"Jl Raden Saleh 23, Surabaya"
798,798,Dunia Motor,,021 4301943,"Jl Raya Cilincing 36, Jakarta"
799,799,Centa Multi Carindo Pt,,021 6696111,"Jl Muara Karang Bl O-8 Tmr 68, Jakarta"
800,800,Duta Antara Motor Ud,,061 7340712,"Jl Sutrisno 100-102, Medan"
801,801,Brayan Jaya Pd,,061 6615552,"Jl Kom L Yos Sudarso 35, Medan"
802,802,Kedung Sari Motor,,031 5342724,"Jl Kedungsari 47, Surabaya"
803,803,Bandung Motor,,021 7440458,"Jl Wr Supratman Bl A/9, Jakarta"
804,804,Pelangi Putra Motor,,031 5458878,"Jl Raya Dupak 31, Surabaya"
805,805,Leo Jaya Motor,,061 7365038,"Jl Sutrisno 67, Medan"
806,806,Kesawan Jaya Motor,,061 4144339,"Jl Jend A Yani 118, Medan"
807,807,Far East Motor Pd,,021 3858710,"Jl Lautze 58, Jakarta"
808,808,Danmotors Vespa Indonesia Pt,,021 4523311,"Jl Perintis Kemerdekaan Kelapa Gading Brt, Jakarta"
809,809,Bowo Motor,,021 74701825,"Jl Pajajaran 21, Jakarta"
810,810,Kharisma Motor,,021 8707655,"Jl Raya Bogor Km 28/22, Jakarta"
811,811,Brahmana Motor,,021 8013887,"Jl Raya Condet 1 B, Jakarta"
812,812,Kelompok Empat Sekawan Pt,,061 4535299,"Jl Prof Hm Yamin Sh 132-134, Medan"
813,813,Bege Jaya Motor,,031 5346221,"Jl Kedungsari 21, Surabaya"
814,814,Abadi Motor,,021 7393037,"Jl Gandaria I/23, Jakarta"
815,815,Harapan Motor Sakti Industri Co Pt,,021 6347273,"Jl Gajah Mada 19-26, Jakarta"
816,816,Surya Mandiri Motor,,021 8567554,"Jl Utan Kayu 68 A-B, Jakarta"
817,817,Duta Buana Nusantara Pt,,061 4517091,"Jl Jend A Yani 80, Medan"
818,818,Surya Timur Sakti Jatim Pt,,031 5312121,"Jl Tegalsari 60, Surabaya"
819,819,Armada Ruang Motor Pt,,021 6390630,"Jl Hayam Wuruk 89, Jakarta"
820,820,Karya Baru Service,,061 8821321,"Jl Jend Sudirman 131 Bji, Medan"
821,821,Sarana Abdi Nusa,,061 4534442,"Jl Sultan Iskandar Muda 57-57 A, Medan"
822,822,Orient Motor,,061 4571240,"Jl Semarang 48 A/71, Medan"
823,823,Central Rezeki Motor,,061 4515728,"Jl Mh Thamrin 7 C-D, Medan"
824,824,Asnan Brothers Fa,,061 4518406,"Jl Pemuda Baru 10-12, Medan"
825,825,Kalimaya Indah Motor,,031 8793777,"Jl Raya Kalirungkut 1-3 Rungkut Megah Raya Bl N/30, Surabaya"
826,826,Yamaha Setia Budi Motor Cv,,061 8218955,"Jl Dr Setia Budi 74 Ef, Medan"
827,827,Surya Motor,,021 7665340,"Jl Raya Pasar Jumat 19, Jakarta"
828,828,Setia Budi Bengkel,,,"Jl Enggano 70, Jakarta"
829,829,Cantik Motor Toko,,061 8457250,"Kompl Tomang Elok Bi C-12/127, Medan"
830,830,Sukses Motor,,021 7321724,"Jl Raden Saleh 19, Jakarta"
831,831,Afk Motor,,061 6615870,"Jl Pertempuran 11, Medan"
832,832,Karya Motor,,061 4534392,"Jl Brigjen Katamso 190/82 I, Medan"
833,833,Hidup Baru Toko,,021 6395446,"Jl Kb Jeruk Iii/33-35, Jakarta"
834,834,Persada Aksara Lestari Pt,,061 7358455,"Jl Letda Sudjono 99-100, Medan"
835,835,Libra Topaz Pt,,021 63863357,"Jl Kyai Caringin 18 A, Jakarta"
836,836,Acc Toko,,061 4511204,"Jl Jend A Yani Iv/10, Medan"
837,837,Selamat Toko,,061 4571926,"Jl Surakarta 27, Medan"
838,838,Rotella Persada Mandiri Pt,,061 7941014,"Jl Irian Kompl Nusa Prima Bl A/1-2, Medan"
839,839,Candra Tiara Motor Toko,,031 5017576,"Jl Kertajaya 204, Surabaya"
840,840,River Deli Abadi Pt,,061 4143043,"Jl Mh Thamrin 112, Medan"
841,841,Bintang Pratama Motor Cv,,061 8467332,"Jl Medan-Binjai Km 9/1 A-B, Medan"
842,842,Petisah Motor Ud,,061 4529729,"Jl Nibung Raya 127, Medan"
843,843,Asia Aman Abadi Pt,,061 6616776,"Jl Kom L Yos Sudarso 70 D/158 C, Medan"
844,844,Karunia Cv,,061 8217815,"Jl Dr Setiabudi 84, Medan"
845,845,Duta Putra Sumatera Pt,,061 8823558,"Jl Tmn Pahlawan 269-271 Bji, Medan"
846,846,Cemara Mas Indah Pt,,031 7492016,"Jl Simo Tambaan Ii/66 T, Surabaya"
847,847,Alfa Scorpii Pt,,061 4530935,"Jl Prof Hm Yamin Sh 15 E/F-17/17 A, Medan"
848,848,Sinar Mahkota Indah Pt,,031 5345111,"Jl Arjuna 144/I, Surabaya"
849,849,Sumber Tehnik Pt,,031 5344151,"Jl Tunjungan 50, Surabaya"
850,850,Subur Jaya Motor,,031 5031110,"Jl Kapas Krampung 36, Surabaya"
851,851,Tri Tala Sakti Pt,,021 6592231,"Jl Gn Sahari 28 Bc, Jakarta"
852,852,Oke Motor,,061 7361417,"Jl Sutrisno 3 A, Medan"
853,853,Media Informatika,,061 6616449,"Jl Dr Sutomo Ujung 74 A, Medan"
854,854,Lautan Mahal Cv,,031 5322027,"Jl Kedungsari 27, Surabaya"
855,855,Sinar Motor Toko,,021 6340432,"Jl Gajah Mada 54, Jakarta"
856,856,Juanda Motor,,061 7860648,"Jl Brigjen Katamso 705, Medan"
857,857,Chandra Motor,,031 5322681,"Jl Embong Malang 58-60, Surabaya"
858,858,Aksara Motor Cv,,061 7322202,"Jl Aksara 135-136, Medan"
859,859,Indo Sejahtera Motor Ud,,061 4555308,"Jl Prof Hm Yamin Sh 450, Medan"
860,860,Indah Hamid Karto,,021 6543542,"Jl Kemayoran Bl S/99 B, Jakarta"
861,861,Super Motor Toko,,021 8190535,"Jl Raya Jatinegara Tmr 113, Jakarta"
862,862,Indo Jakarta Motor Gemilang Pt,,031 5465293,"Jl Urip Sumoharjo 39, Surabaya"
863,863,Honda Service,,061 8821010,"Jl Pahlawan 2 H Bji, Medan"
864,864,Galur Motor,,021 4210370,"Jl Letjen Suprapto 96, Jakarta"
865,865,Grand Motor Toko,,061 4150254,"Jl Prof Hm Yamin Sh 384/542, Medan"
866,866,Buana Kencana Lestari,,061 7340278,"Jl Sutrisno 149 C-D, Medan"
867,867,Berdikari Motor,,031 5669039,"Jl Gunungsari 5 I, Surabaya"
868,868,Effendi Motor,,021 8708705,"Jl Raya Bogor Km 273, Jakarta"
869,869,Duta Indah Toko,,061 7940430,"Jl Pahlawan 49, Medan"
870,870,Calista Alba Pt,,031 5354888,"Jl Pasar Besar Wetan 55 A, Surabaya"
871,871,Aneka Teknik,,061 8821507,"Jl Jend Sudirman 39 Bji, Medan"
872,872,Kharisma Suma Jaya Sakti Pt,,031 8430332,"Jl Rungkut Industri Iii/20, Surabaya"
873,873,Guntur Motor,,021 8352540,"Jl Sultan Agung 60, Jakarta"
874,874,Gs Service,,061 4553798,"Jl Pasar Pringgan 2, Medan"
875,875,Berlian Motor,,021 8583399,"Jl Pramuka Raya 11, Jakarta"
876,876,Abadi Motor,,031 5314146,"Jl Tidar 91 L, Surabaya"
877,877,Gajah Motor Cv,,061 4525467,"Jl Gajah Mada 2 G, Medan"
878,878,Varia Mobilindo Pt,,021 3802856,"Jl H Samanhudi 10, Jakarta"
879,879,Briliant Motor,,021 5709191,"Jl Aipda Ks Tubun 59 Z, Jakarta"
880,880,Trimurti Motor Ud,,031 5315910,"Jl Bubutan 56, Surabaya"
881,881,Trijaya Motorindo Pt,,021 6592424,"Jl S Wiryopranoto 47-C, Jakarta"
882,882,Surya Nusantara Motor Ud,,031 8439497,"Jl Jemur Andayani 50 Kompl Ruko Surya Inti Bl A/3-5-6, Surabaya"
883,883,Sani Motor,,031 8281637,"Jl Jend A Yani 172, Surabaya"
884,884,Kawan Motor,,021 5821471,"Jl Puri Kembangan Raya 46, Jakarta"
885,885,Honda City Music,,061 4570959,"Jl Bogor 124, Medan"
886,886,Indo Harapan Motor Toko,,061 6851147,"Jl Medan Belawan 13-14, Medan"
887,887,Fantasi Jaya Toko,,061 4531486,"Jl Timor 10 Bb, Medan"
888,888,Ektudju Pt,,061 4525314,"Jl H Adam Malik 28/30, Medan"
889,889,Citra Motor Cv,,061 4553208,"Jl Pandu 1, Medan"
890,890,Bursa Motor,,061 7862687,"Jl Sisingamangaraja 21, Medan"
891,891,BENGKEL SI 21,,0813-8536-3917,"JL.H.M COKROKUSUMO.NO 100 RT 5 WR1 KEL.SAI BESAI.BANJAR BARU .PRO KALIMANTAN SELATAN, BANJAR BARU Central Kalimantan, 70714"
892,892,www.automotormakassar.com : Auto Motor Makasar Variasi Motor : Braking Components | Bikers' Equipment,info@.......com,0411 3623337,"Jl. Veteran Utara 80, Makassar South Sulawesi, 90157"
893,893,PT Honda Motor Irit,,,"Jl. Dhoho Kediri, Kediri East Java, 64162"
894,894,HAYAKU MOTOR,arul210680@.......com,0287 5569170,"KEBUMEN, Kebumen Central Java, 54471"
895,895,ARISAN MOTOR,rois_affandi@.......com,0856-1144-614,"Tangerang Banten, 15560"
896,896,United Indo Hada,,031 5345600,"Jl Undaan Wetan 50, SURABAYA East Java, 61253"
897,897,Surapita Unitrans Pt,,031 8496988,"Jl Tenggilis Brt I/5-7, Surabaya East Java, 60113"
898,898,Yamaha Motor Kencana Indonesia Pt,,021 5262722,"Jl Hr Rasuna Said Bl X-2/1 Plaza Gri, Jakarta"
899,899,Saudara Motor,kawasaki.jember@.......com,021 6007099,"Jl Kb Jeruk Iii/60 A, Jakarta"
900,900,ALAMANDA MOTOR,,021 96810460,"Jalan Mawar III Blok F VII / 27 Kirana Surya,Pasanggrahan Solear,Tangerang, Tangerang Banten, 15730"
901,901,Anugrah Motor,,031 5031891,"Jl Dharmawangsa 71 A, Surabaya"
902,902,Nusantara Permai,,0622 43517912,"Ruko THD C21, Semarang Central Java, 50137"
903,903,Gwk Cultural Park,info@.......com,0623 61703603,"Darmawangsa Square Lt 1 Unit 57, Jakarta Jakarta, 12160"
904,904,Doctor Boiler,marketing@.......com,021 4600228,"Jl Rawagelam Iii/1 Kawasan Industri Pulogadung, Jakarta"
905,905,P&h Minepro Services,moreinfo@.......com.au,0622 15264704,"Ariobimo Sentral 3rd Floor JI, Jakarta Jakarta, 12950"
906,906,PT DIGI PRINTER,,0812-8218-6002,"Wayan Suseno Komplek Pergudangan Prima Center Pool PPD Pesing Poglar Street #5 Blok B/9 CENGKARENG, WEST JAKARTA, JAKARTA, INDONESIA Komplek Pergudangan Prima Centre, Jakarta Jakarta, DKI JAKARTA 117100"
907,907,General Bicycle,,061 4527735,"Jl. S.Parman Komp.Medan Bisnis Center AA-9, Medan South Sumatra, 80122"
908,908,Hineko Citra Madani,,0342 65096,"Taman Kintamani F4/11B, Bekasi West Java, 17510"
909,909,DUTA SURYA KENCANA,,021 6254938,"Komplek Perkantoran Duta merlin Komplek Perkantoran Duta Merlin, Jl. Gajah Mada B44 No. 3-5 RT. 002 Rw. 008, Petojo Utara, Gambir Jakarta Pusat Petojo Utara, Gambir Jakarta Pusat, Indonesia 10130"
910,910,REALTA CHAKRADARMA,,0622 13861772,"jl petojo melintang no 25a, jakarta, 10160"
911,911,PT BAHTERA MOTOR,yudhaasdars@.......com,0813-2327-9889,"Jl. Raya Narogong (Siliwangi) KM.1 No. 117A Bekasi Depan Showroom Daihatsu, Bekasi West Java, 17115"
912,912,TCM-LONKING,mazjeck@.......com,0878-7836-1903,"JL LINGKAR LUAR BARAT NO 9, DKI Jakarta Jakarta, 11740"
913,913,Grand Kartech,alamandamotor@.......co.id,0622 14600228,"Jl Rawa Gelam III No 1, Jakarta Jakarta, 13930"
914,914,Galangijo,hendy.kasana@.......com,0819-1740-4198,
915,915,Bali Holiday Hotels,info@.......com,0623 61702487,
916,916,Treklombok,seto.hasanudin@.......com,0818-0571-2752,
917,917,Rinjani Online,info@.......com,0370 692179,"Senggigi Plaza Block A3 No 06, West Lombok, 83355"
918,918,Kingsindo,ds.kencana@.......com,0622 46581357,"Jl Raya Semarang - Demak Km 5, Semarang Central Java, 50118"
919,919,Zeevashop,hineko.citra@.......com,022 92159453,"Jl Kubangsari XII No9A Sekeloa,, 40134"
920,920,PT. Multi Servisindo Sarana,galang_ijo@.......com,021 75904455,"Stadion Lebak Bulus Jl. Jagorawi I Tribun B II Jakarta Selatan, Jakarta Jakarta, 12440"
921,921,LIBRA BHAKTI NUSANTARA,subeno@.......net.id,021 43900083,"Jln. Raya Bugis No.17A, Jakarta Jakarta, 14320"
922,922,Indako Trading Co Cv,wmaster@.......net,061 4556900,"Jl Pemuda 18 Defgh, Medan"
923,923,Ciputat Motor Service,kresna@.......co.id,021 7411009,"Jl Dewi Sartika 117 A, Jakarta"
924,924,Istana Tiara Pt,,031 7496869,"Jl Buntaran 8, Surabaya"
925,925,Istana Tiara Pt,,061 4520012,"Jl Joshua 57, Medan"
926,926,Pramuka Motor Service,treklombok@.......com,021 8583530,"Jl Pramuka Raya 9 J, Jakarta"
927,927,Baria Cv,,061 7368937,"Jl Mh Thamrin 127, Medan"
928,928,Tokugawa Electronics,info@.......com,031 8667186,"Jl Mandala Vi/9, Surabaya"
929,929,Sindaro Cv,,061 8211848,"Jl Dr Setiabudi 124 Abcde, Medan"
930,930,Bandung Motor Service,,021 3909804,"Jl Kramat Raya 170, Jakarta"
931,931,Alfin Motor Service,,021 8732789,"Jl Gas Alam Kel Harjamukti, Jakarta"
932,932,Morodadi Cv,sales@.......com,031 3761312,"Jl Sidotopo Wetan 232 A, Surabaya"
933,933,DP MURAH KREDIT MOTOR HONDA,,031 77297565,"SURABAYA, Surabaya East Java, 60000"
934,934,ARTOMORO MOTOR,desfitad@.......co.id,0857-1046-7443,"JL.CILANGKAP 01/02 CIMANGGISK NO8, Depok East Java, 16958"
935,935,Timezone Nagoya Hill Batam - Arcade Games & Kids Birthday Party Venue,,0778 7493612,"15 Jalan Teuku Umar, Kota Batam Kepulauan Riau, 29444"
936,936,"Timezone Garut Plaza - Arcade Games, Bowling, Kids Birthday Party Venue",,0262 543377,"238 Jalan Guntur, Kabupaten Garut Jawa Barat, 44116"
937,937,Timezone Depok Town Square - Arcade Games & Kids Birthday Party Venue,,021 78870195,"358 Jalan Margonda Raya, Kota Depok Jawa Barat, 16431"
938,938,Timezone Lubuk Pakam Plaza - Arcade Games & Kids Birthday Party Venue,,061 7953530,"10 Jalan Serdang, Deli Serdang Regency Sumatera Utara, 20518"
939,939,Bimasakti,libra.jkt@.......com,021 3922534,"Jl KH Wahid Hasyim 14 B, Jakarta Pusat Jakarta, 10340"
940,940,Phenix Bengkel,,031 5345445,"Jl Raden Saleh 14 A, Surabaya"
941,941,Optimal Presisi Karya Pt,artomoromotor@.......com,021 6459088,"Jl Danau Agung V/21 Sunter Agung Podomoro, Jakarta"
942,942,Tekad Tunggal Pt,,031 3712458,"Jl Kapasari 6, Surabaya"
943,943,Teknika Nusantara Cv,,031 3983300,"Jl Harun Tohir 5 Gs, Surabaya"
944,944,Indoprima Gemilang Engineering Pt,,031 7491693,"Jl Margomulyo Indah Bl C/1, Surabaya"
945,945,Kumala Geni Pt,,031 5041049,"Jl Ngagel Tmr 49, Surabaya"
946,946,Gunung Sari Reparasi Dynamo,,031 5679396,"Jl Gunungsari I/72, Surabaya"
947,947,Masayu Trading & Industrial Co Pt,,061 6614079,"Jl Kom L Yos Sudarso 50, Medan"
948,948,Kuat Bengkel,,061 7865900,"Jl Karya Sembada 2, Medan"
949,949,Tunas Jaya Bengkel,,031 5040313,"Jl Bratang Gede 44, Surabaya"
950,950,Tjandi Djaja Cv,,031 8438272,"Jl Rungkut Industri Raya 1, Surabaya"
951,951,Iuvenca,,0361 7807008,
952,952,Marmoyo Bengkel,,031 3815624,"Jl Putro Agung Wetan 2-4, Surabaya"
953,953,Daya Guna Piranti,,031 5620514,"Jl Wonosari Kidul Ii 17, Surabaya"
954,954,Perdana Sekawan Abadi Teknik Pt,,031 8913866,"Jl Joho 44, Surabaya"
955,955,Mitra Jaya Bengkel,,031 8439614,"Jl Rungkut Industri Xii/4, Surabaya"
956,956,Matrako Kromika Indonesia Pt,,031 7481047,"Jl Kalianak 55 M, Surabaya"
957,957,Loka Jaya Bengkel,,031 3769201,"Jl Pogot 117, Surabaya"
958,958,Pratama Bengkel,,031 7480935,"Jl Tanjungsari 66, Surabaya"
959,959,Tjokro Putraperkasa Pt,,031 8430718,"Jl Berbek Industri I/2, Surabaya"
960,960,Giat Jaya Bengkel,,031 3550084,"Jl Krembangan Buyut 24, Surabaya"
961,961,Elvia Engineering Ud,,031 8438910,"Jl Rungkut Industri Xi/3, Surabaya"
962,962,Tjokro Bersaudara,,031 3713884,"Jl Gembong Tebasan 17-19, Surabaya"
963,963,Service Manyar,,031 5994500,"Jl Manyar Kertoarjo Xiii/27, Surabaya"
964,964,Mikronika International,mangkuluhur88@.......com,031 8534171,"Jl Ngingas Slt 14 A, Surabaya"
965,965,Jaya Tehnik,,031 7316179,"Jl Simo Tambaan Sekolah 2, Surabaya"
966,966,Kedung Ratu,,031 3551281,"Jl Kemayoran Baru 29, Surabaya"
967,967,Citra Persada,,031 8540776,"Jl Brigjen Katamso 245, Surabaya"
968,968,Apie Indo Karunia Pt,,031 3714672,"Jl Kalilom Baru I/16-21, Surabaya"
969,969,Aneka Teknik Cv,,031 7483164,"Jl Margomulyo Indah F/9, Surabaya"
970,970,Bersaudara Bengkel,,031 3520957,"Jl Kemayoran Baru 19-21, Surabaya"
971,971,Anugerah,,031 3552171,"Jl Sabang 3, Surabaya"
972,972,Saudara Jaya Service,,061 7355845,"Jl Rahmadsyah 52/62, Medan"
973,973,Lico Aneka Machinery Pt,,031 8713711,"Jl Raya Rungkut Madya Rk Ii A/31, Surabaya"
974,974,Arta Triguna Bengkel,,031 5685146,"Jl Raya Dukuh Kupang Brt 54-A, Surabaya"
975,975,Surya Teknik Pratama Bengkel,,031 7670688,"Jl Mastrip Kemlaten 90, Surabaya"
976,976,Loe Kam Bengkel,,031 8431962,"Jl Berbek Industri Ii/23, Surabaya"
977,977,Buana Optimal Engine Nasional Cv,,031 3715889,"Jl Pogot 92, Surabaya"
978,978,Armada Pasific,,031 7492347,"Jl Gresik 249, Surabaya"
979,979,Andrian Cycles,,061 77575402,"Jl. Setia Budi No 205, Medan North Sumatra, 20312"
980,980,BursaKursiKantor.Com,,021 95378910,"mangga 15 T 584 Kepa duri, Jakarta Jakarta, 11510"
981,981,PT. Nippon Freight Logistics,,021 34831855,"Jl. Ir. H. Juanda No. 28-29 B, Jakarta Pusat Jakarta, 10120"
982,982,CV. UNITED MULTI ORDER INDONESIA,,021 88956503,"Jl.Kh.Mochtar Tabrani, Perwira Blok A16 No.1, Bekasi West Java, 17122"
983,983,Citra Textile,nippon.jkt@.......com,0341 328257,"Jl Syarif Alqodri 12A, Malang East Java, 65117"
984,984,Axsimart,store@.......com,0817-6631-583,
985,985,Distributor Alat Berat China - LonKing,marketing@.......com,0813-2807-1606,"Jakarta, Jakarta barat Jakarta, 12000"
986,986,JMB FORKLIFT,,0852-1030-3722,"Jl.Adiyaksa Raya No.01 Lebak Bulus, Jakarta Jakarta, 12440"
987,987,CV. Panca Logam Teknik,cv.pantech@.......co.id,0858-4200-1500,"Desa Lemahduwur No 13 Rt 08 / 02 Adiwerna Tegal, Tegal Central Java, 52194"
988,988,Milano Motor Service,info@.......com,021 6393325,"Jl Perniagaan 97, Jakarta"
989,989,Suzuki Motor Sales Ud,,031 5341167,"Jl Undaan Wetan 88, Surabaya"
990,990,Indo Aneka Motor,,021 92575340,"Jl. Abdul Safei, Manggarai, Jakarta Selatan, Jakarta selatan Jakarta, 12860"
991,991,Majubersama Surya Indah Motor,motor.montrada@.......com,0815-8861-053,"Jl. Kamal Muara IX No.5, Kamal Muara, Penjaringan - Jakarta Utara, Jakarta Jakarta, 14470"
992,992,Budi Jaya Motor,budijaya2010@.......com,,"Jl. Kolonel Sugiono, Jakarta Timur Jakarta, 13930"
993,993,Utama GlobalIndo Cargo,admin@.......com,,"Jl.pancoran timur 3 no.1A, Jakarta Jakarta, 12780"
994,994,China Karo Molding Company,karomolding@.......com,0851-0141-0425,"PERUM PONDOK SEDATI ASRI Blok K-14 Jl, Sidoarjo East Java, 61211"
995,995,China Topper Plastic Molding Company,indo_aneka@.......com,,"Jl. K.H. Ali Maksum 18 Panggungharjo, Sewon, Bantul, Yogyakarta 55188, Yogyakarta, Yogyakarta Yogyakarta, 55188"
996,996,"EX Plastic Mould Co., Ltd.",sales@.......com,,"duren jaya permai jl kanon blok e1 no 11, bekasi West Java, 17111"
997,997,Jazzmine Gallery,citra_tex@.......com,0627 11445258,
998,998,Takumi Sakti,,021 65831222,
999,999,And Carita Recreation Park To,tampubolonbudiman@.......com,021 99208186,
